genome,D300769,D300820,D300821,D300822,D300823,D300824,D300825,D300826,D300827,D300828,D300829,D300830,D300831,D300832,D300833,D300834,D300835,D300836,D300837,D300838,D300839,D300840,D300841,D300842,D300843,D300844,D300845,D300846,D300847,D300848,D300849,D300850,D300851,D300852,D300853,D300854,D300855,D300856,D300857,D300858,D300859,D300860,D300861,D300862,D300863,D300864,D300865,D300866,D300867,D300868,D300869,D300870,D300871,D300872,D300873,D300874,D300875,D300876,D300877,D300878,D300879,D300880,D300881,D300882,D300883,D300884,D300885,D300886,D300887,D300888,D300889,D300890,D300891,D300892,D300893,D300894,D300895,D300896,D300897,D300898,D300899,D300900,D300901,D300902,D300903,D300904,D300905,D300906,D300907,D300908,D300909,D300910,D300911,D300912,D300913,D300914,D300915,D300916,D300917,D300918,D300919,D300920
D300886:bin_000006,0,3.422,2.135,1.279,0,0.931,8.346,0,1.036,2.267,0,7.306,3.562,0.739,1.008,4.791,0,0.959,0,0,0,1.053,6.675,0,0,0,1.227,1.06,1.261,1.838,0,1.615,0,0,0,0,0,0,0,1.139,1.552,1.088,0.75,11.532,1.237,2.588,0.663,1.056,0,0.701,0.769,0,1.176,2.536,2.1,2.542,0.898,2.324,0,0,1.89,0,16.347,1.408,1.41,1.055,0.537,33.532,0,0,0,0,0,0,1.773,0,0,3.658,0,0,0,0,0,0,0,0,0,0,0,0.788,1.19,1.305,1.382,0,2.442,8.995,1.879,1.682,1.966,0.966,1.457,1.713
D300891:bin_000003,0,0,0,0,0,0,0,0,0,2.427,0,3.061,0,0,0,0,0,0,0,0,0,31.747,0,3.154,0,0,8.852,2.233,6.028,0,0,0,0,1.701,9.862,22.498,14.745,0,0,1.956,0,0,1.576,0,0,0,0,0,0,0.862,1.692,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,18.699,3.84,0,0,23.993,1.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,0,0,0,0,0,0.778,0,0.824,0,0.922
D300893:bin_000009,0,0,0,0,0,0,0,2.403,3.356,68.599,0,0,0,3.22,0,0,0.927,0,0,0,0,7.308,0,0.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.687,0,0,0,0,14.684,0,0,0,0,0,2.188,0,5.953,1.89,14.261,0,1.785,0,0,0,0,0,0,0,0,0,0,2.158,3.661,0,0,0,0,0,0,0,0,0,0,0,0,0
D300906:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.544,0,1.362,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.182,12.248,0,0,0,0,0,0,0,0,0,0,0,0,0
D300906:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.911,2.768,0,0,0,0,0,0,0,0,0,0,0,0,0
D300908:bin_000003,0,156.488,65.817,31.861,17.766,5.974,38.906,0,1.926,1.047,0,29.067,11.809,51.236,7.095,52.513,0,6.508,0,0,0,0.851,66.751,0,0,0,44.334,51.359,76.083,60.203,0,4.94,0,0,0,0,0,0,2.418,44.744,19.829,243.12,32.928,0,2.099,10.501,15.772,20.225,0.986,4.563,13.087,0,8.46,110.855,87.523,20.108,5.241,2.124,0,0.965,37.876,0,1.081,14.945,35.623,6.379,10.54,13.274,1.257,0,0,0,0,0,3.995,0,8.319,96.522,61.924,0,0,0,0,0,0,0,0,0,0,126.027,12.58,66.057,46.42,103.956,2.532,4.08,3.531,45.863,5.681,13.622,22.326,15.468
D300908:bin_000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,6.978,0,0,0,0,0,0,0,0,0,0,2.711,2.599,0,1.341,0,0.91,0,0,0,0,0,0,0,0.744,2.274,0.966,0,0,0,1.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599,0,0,0,2.357,0,0,0.631,0,0,0,0,0,0,0.543,0,0,4.128,0,0,0,0,0,0,0,0,0,0,0,13.238,1.585,20.207,0,1.165,0.924,0,0.895,1.768,0,0,0,1.396
D300910:bin_000014,0,0,0,0,0,0,0,0,0,3.275,0,7.755,0,1.731,0,0,0.641,5.349,0,0,0,0,0,0,0,0,0,30.265,32.361,5.415,0,4.753,0,0,0,0,0,0,0,14.077,7.961,2.456,2.342,1.059,1.17,2.324,2.52,11.797,3.472,5.339,1.967,0,0,0,0,0.856,1.607,0,0,0,0,0,0,1.461,4.477,1.939,3.83,22.435,1.279,0,0,0,0,0,2.509,0,1.372,11.805,1.097,0,0,0,0,0,0,0,0,0,0,5.35,73,19.964,3.444,0,8.69,5.047,3.382,16.643,4.982,4.472,4.186,2.435
D300911:bin_000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.002,0,0,0,5.308,0,0,0,0,0,0,0,0,0,0,9.918,0,0,3.165,6.029,2.977,0,11.52,4.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.024,0,3.549,64.832,7.789,77.92,5.693,6.069,8.056,10.417
D300911:bin_000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,0,1.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.032,0,0,10.611,0,0.904,0,2.56,0,2.916,1.918,0.97,2.292
D300914:bin_000026,0,2.513,6.118,2.935,3.52,0.804,0,0,0.898,0,0,0,1.831,0.896,0,1.162,5.378,6.771,0,0,0,0,0.723,0,0,0,0,1.981,0,43.38,0,0,0,0,0,0,0,0,0,20.571,1.161,6.521,4.24,21.914,8.642,4.256,1.208,12.414,1.624,1.374,0.961,0,0,0,0,0,0,1.654,0,0,1.234,0,2.104,4.892,0,2.868,24.202,0,3.721,0,0,0,0,0,0.956,0,0,3.989,2.89,0,0,0,0,0,0,0,0,0,0,1.878,11.035,44.602,3.112,0,3.757,44.007,14.427,15.204,0,2.297,1.304,0.76
D300914:bin_000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.279,1.39,0,0,0,0,0,0,0,0,0,0,0,2.241,0.687,0,0.724,1.472,0,2.916,1.416,1.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937,0,0.757,1.74,0,0,22.79,2.852,1.461,0,5.627,0,0
D300914:bin_000046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.583,6.091,0,0,0,0,0,0,0,0,0,0,2.169,3.691,0,0,0,2.397,1.027,3.347,1.077,0,0,1.256,0,0,0,0,0,0,0,0,0,0,0,0,0,4.795,0.705,0,0,0,0,0,0,0,0,0,0,0,0,2.551,0,0,0,0,0,0,0,0,0,0,2.989,0.817,1.135,4.384,0,3.476,29.407,3.285,3.333,0,0,0,0
D300914:bin_000058,0,0,0,1.811,0,1.681,1.308,0,0.672,1.18,0,6.415,3.261,0,1.321,2.008,0,2.183,0,0,0,0,1.989,0,0,0,2.378,0.916,0.852,2.034,0,1.055,0,0,0,0,0,0,0.934,1.658,1.694,2.008,8.07,0,1.529,4.846,1.361,1.042,1.022,1.262,5.183,0,0,0,0.869,1.762,1.766,1.055,0,0,0.995,0,2.047,1.425,10.597,1.269,0.819,0,0,0,0,0,0,0,1.217,0,0,1.323,1.352,0,0,0,0,0,0,0,0,0,0,1.519,2.324,3.308,3.943,0,4.707,5.2,6.46,6.623,1.559,3.468,0.99,1.749
D300915:bin_000007,0,0,0,0,0,0,0,0,0,0,0,3.241,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.925,0,0,3.254,0,0,0,0,0,0,6.143,11.241,0,0,0.862,0,3.583,5.191,3.224,3.052,0,22.245,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313,0,18.01,0,22.364,8.442,0.888,13.436,3.39,10.964
D300915:bin_000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2.595,0,0.851,1.696,0
D300916:bin_000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.808,1.844,7.939,0,0,0,0,0,0,6.384,0,0,0,2.005,0,1,1.732,0,0.662,0,3.037,0,1.105,0.829,2.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,2.582,0,0,0,0,0,0,0,0,0,0,10.088,0,0.825,0,0,96.58,0.915,40.069,37.738,2.57,1.173,0,0
D300916:bin_000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0,0,1.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575,0,0,48.842,8.69,60.312,0,2.344
D300918:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.748,0,4.501,0,0,1.163,0,0,0,0,0,0,0,0,0,0,0,0,0.597,1.289,0.885,0,0,1.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.496,0,0,0,0,0,0,0,0,0,0,0,0,4.751,2.105,0,0,0,0,0,0,24.918,5.115,4.376
D300918:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.348,0,0
D300920:bin_000015,0,0,0,0,0,0.943,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.339,0,0.856,0,0,0.762,0,0,0,0,0,0,0,1.429,0,0.739,0.755,0,0.708,0,0,0,0,0.902,3.018,0,0,0,1.626,0,0,0.981,0,0,0,0,0,0,0.714,0,0,2.435,0,0,0,0,0,0,0,0,0,0.857,0,0,0,0,0,0,0,0,0,0,0,0,4.44,0.706,2.02,1.878,0,0,0,0,0.586,1.867,2.766,21.742
D300920:bin_000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.745,0,0,0,0,2.407,0,13.13
D300920:bin_000032,0,0,0,0,0,0,0,0,0,0,0,0.963,0.652,0,0.633,0,0,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.239,0,1.541,0,1.235,2.133,2.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,0,0,0,0,0,0,0,0,0,0,0,1.526,0.949,0,0,0,0,0,0,0,0,0,0,0.823,0.809,0,1.059,0,0,0,0,0,4.621,7.724,3.589,9.307
D300920:bin_000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555,0,11.175
HPB:bin_000001,0,0,3.089,0,1.145,2.605,4.036,0,0,0,0,1.454,0,2.433,3.35,1.922,0,5.569,0,0,0,5.829,3.523,0,0,0,0,0,0,0,0,1.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0.855,0,10.612,3.822,2.61,0,0,0,12.04,0,1.321,0,2.794,1.667,9.997,7.316,0,0,0,0,0,0,0,0.965,7.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.757,1.583,0,0,8.388,0,0,0,4.355,0,4.731
HPB:bin_000004,0,0,0,0,75.232,56.952,0,0,0,0,0,0,0,1.224,0,0,0,2.153,0,0,0,0,0,0,0,0,0,0.93,5.166,0,0,1.157,0,0,0,0,0,0,0,0,0,0,5.29,0,0,0.859,12.293,0,0,0,0.857,0,1.733,0,9.607,52.879,0.62,0,0,0,0,0,0,0,0,1.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.919,3.76,12.302,2.986,0.777,0,0,4.126,12.643,1.296,0,0,0
HPB:bin_000005,0,3.748,10.467,3.804,3.741,2.525,22.892,0,1.776,0.747,0,0,4.742,4.867,2.831,3.285,0,2.023,0,0,0,2.986,2.47,0,0,0,7.89,6.495,1.758,1.685,0,2.573,0,0,0,0,0,0,0,2.28,1.882,4.595,1.122,0,0,4.107,1.746,0.91,0,1.512,4.565,0,1.78,76.51,10.067,54.693,0.712,0,0,0,2.258,0,0,8.086,1.563,1.468,0.654,5.15,0,0,0,0,0,0,1.143,0,0.931,2.323,1.488,0,0,0,0,0,0,0,0,0,0,0,9.121,2.687,2.487,2.064,7.103,2.841,3.378,1.124,2.405,3.7,5.381,8.274
HPB:bin_000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.786,2.85,3.854,0,0,0,0,0,0,0,0,0,0,5.58,0,0,6.3,0,0,1.323,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,2.19,0,0,0,0,0,0,0,0,0,0,2.379,0,3.59,8.731,0,0.955,0,0.888,4.806,1.027,1.467,0,0
HPB:bin_000009,0,4.133,2.349,1.862,4.864,0.875,13.235,0,0.806,0,0,0,0,0,0,3.021,0,0,0,0,0,0,4.312,0,0,0,1.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.909,0,0,0,0,0.924,0,2.904,1.428,0,0,0,0,2.789,0,0,0,0,1.435,0,0,0,0,0,0,0,0,1.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.136,0,0,0,0,0,0
HPB:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973,0,0,0,0,0,0,0,0,0,0,0,3.774,0,1.286,0,0,0,0,0,0,0,0,0,0,0.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781,0,0,0,0,0,0,0,0,0,0,2.271,0,0,0,0,0,0,0,0,0,0,0,2.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.031,0,0,0,0
HPB:bin_000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.835,1.937,0,0,0,0,0,0,0,0,0,0,0,1.714,0,0,0,0,0,0,1.319,1.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663,0,0,0,0,0,0,0,0,0,0,0,0,0,2.402,0,0.654,0,4.272,0,0,0,0,0.874
HPB:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.351,0,0,1.479,0,0,0,0,0,0,0,0,0,1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,1.504,4.344,0,9.374,0,0,0,0,0,0,0,0,0,0,0,0,0,3.488,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,3.638,0,0,0,0,0,4.17,0,0,0
HPB:bin_000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.988,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,3.034,0,5.09,0,7.474,11.747,5.338,23.713,11.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.672,0,0,5.735,0,2.074,11.256,22.406,25.078,26.019,47.645
HPB:bin_000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,0,21.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.276,3.854,0.735,0,1.695,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584,0,1.226,0,0,0,0,0,0,0,0,0,0,0,3.071,0,0,0,0,0,0,0,0,0,0,0,0,0,5.186,0,1.349,0,0,1.882,2.031,8.591,6.153,0
HPB:bin_000017,0,3.147,2.489,1.924,0.928,0.823,0.937,0,0.923,0,0,0,2.213,0.678,1.06,1.897,0,0.94,0,0,0,0,1.732,0,0,0,1.606,4.204,4.139,2.865,0,1.622,0,0,0,0,0,0,0,2.352,2.465,1.154,1.292,1.376,1.299,2.409,2.479,1.604,1.211,1.635,1.269,0,1.196,2.402,1.925,1.656,0,0,0,0,0,0,0,0.935,1.325,1.025,1.108,1.62,0,0,0,0,0,0,0.974,0,0,3.789,1.583,0,0,0,0,0,0,0,0,0,0,2.714,2.23,4.028,3.268,0,2.186,5.095,2.538,2.697,1.583,3.543,1.465,2.218
HPB:bin_000019,0,70.421,2.105,9.385,8.192,3.207,3.006,0,3.064,0,0,3.019,0,1.24,27.999,42.062,0,33.103,0,0,0,0,2.747,0,0,0,14.543,8.218,23.987,14.955,0,0,0,0,0,0,0,0,0,2.661,6.311,1.603,1.002,0,0,5.244,0,13.382,0,1.163,2.851,0,2.19,12.489,9.827,15.523,16.182,0.71,0,0,1.863,0,0,5.256,24.233,16.763,28.832,101.27,4.983,0,0,0,0,0,8.436,0,0,2.28,20.577,0,0,0,0,0,0,0,0,0,0,0,8.018,18.959,0,0.965,5.672,1.185,9.394,1.434,3.552,3.595,1.908,3.648
HPB:bin_000020,0,171.967,240.814,0,27.728,10.228,17.702,0,5.021,0,0,61.386,94.144,2.471,0,8.692,0,0,0,0,0,0,26.848,0,0,0,0,0,0,14.937,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,50.653,0,27.167,0,0,0,26.194,68.417,0.855,76.44,10.354,16.994,0,0,7.949,0,1.806,54.172,41.66,0,0,46.406,0,0,0,0,0,0,6.917,0,0,8.302,0,0,0,0,0,0,0,0,0,0,0.603,0,0,0,52.029,0,0,0,0,0,0,34.477,0,28.231
HPB:bin_000023,0,0,0,0,0,0,2.926,0,0,0,0,0,2.65,0,5.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.064,0,1.017,0,1.743,0,0,0,0,0,0,0,0,0,0,0,0,0,2.546,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.535,0,4.155,1.228,2.681
HPB:bin_000025,0,0,21.232,4.302,5.626,21.307,4.111,0,0,0,0,3.046,14.754,1.18,2.324,4.291,0,3.906,0,0,0,0,0,0,0,0,40.749,2.977,20.524,1.92,0,0,0,0,0,0,0,0,0,5.387,0.625,0,8.655,0,1.168,3.874,9.987,6.261,0,1.535,2.072,0,39.492,25.34,10.854,71.876,1.396,0,0,0,0,0,0,2.117,13.722,4.748,3.417,33.501,0.647,0,0,0,0,0,0,0,0,5.716,7.241,0,0,0,0,0,0,0,0,0,0,3.9,9.07,9.3,14.292,0,4.688,277.262,10.521,0,4.247,0,13.417,7.512
HPB:bin_000026,0,0,3.217,1.942,1.619,1.192,0.635,0,1.745,1.026,0,3.953,3.484,1.482,0.852,1.227,0,0.716,0,0,0,1.603,1.421,0,0,0,2.054,2.327,1.491,2.742,0,0,0,0,0,0,0,0,0.578,1.668,0.946,1.065,0,0.909,1.871,1.11,1.417,0.923,0,0,0.761,0,1.929,2.349,2.652,1.668,0.732,0.821,0,0,1.457,0,0.788,2.442,1.91,1.241,1.201,0.995,0,0,0,0,0,0,2.356,0,0.628,2.854,0.814,0,0,0,0,0,0,0,0,0,0,2.561,1.081,1.972,1.084,0,1.074,0,1.261,0.885,0,0,0,0
HPB:bin_000027,0,0,0,0,0,0,0,0,0,2.853,0,21.496,45.554,68.691,0,8.317,0,353.866,0,0,0,7.163,215.273,0,0,0,99.521,225.669,22.494,9.768,0,132.819,0,0,0,0,0,0,7.719,19.024,558.188,85.795,4.834,0.596,121.801,147.811,39.722,122.54,50.376,29.138,68.141,0,0,0,0,0,0,38.278,0,1.327,16.241,0,32.694,237.824,420.986,411.786,119.918,12.924,6.657,0,0,0,0,0,4.882,0,0,1.71,23.394,0,0,0,0,0,0,0,0,0,0,8.802,0,0,16.756,84.839,198.355,17.633,280.306,5.69,84.339,142.467,23.072,14.044
HPB:bin_000028,0,18.234,8.599,10.678,6.822,22.51,16.754,0,3.683,2.388,0,12.949,13.68,5.886,4.838,30.197,1.018,15.236,0,0,0,2.143,10.942,0,0,0,36.121,42.35,30.009,20.264,0,14.202,0,0,0,0,0,0,0.731,4.446,21.276,11.515,2.407,10.846,6.993,9.754,14.592,2.874,4.947,2.259,4.9,0,3.121,4.959,13.463,9.68,3.352,1.802,0,0,8.04,0,7.228,3.396,6.065,18.333,3.753,66.433,3.159,0,0,0,0,0,7.357,0,0,33.378,17.517,0,0,0,0,0,0,0,0,0,0,12.994,23.173,22.438,27.773,7.865,20.706,19.385,5.861,2.921,11.806,9.763,6.984,17.883
HPB:bin_000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,1.739,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,1.779,0,0,0,0,0,0,0,0,0,1.055,0,0,0,0,0,0,0.781,0.729,0,0,1.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743,0.757,0,0,0,0,0,0,0,0,0,0,0,2.814,0,0,0,0,0,0,0,0,0,0,0,0,1.712,1.326,0,0.791,0,2.378,0,0,1.339,0,1.201,2.131
HPB:bin_000031,0,5.442,1.92,2.651,1.883,1.113,1.837,0,1.192,0,0,2.001,0.979,0,0,1.121,0,0,0,0,0,0,10.79,0,0,0,0,1.301,0,3.735,0,0,0,0,0,0,0,0,0,1.295,0.933,0.881,1.953,4.708,0,1.413,3.548,0.795,0,0.992,0,0,1.797,4.883,2.579,2.412,0.811,0,0,0,4.042,0,4.7,0,0,0,0,10.593,0,0,0,0,0,0,0,0,0.744,0,1.273,0,0,0,0,0,0,0,0,0,0,0,1.749,1.961,0,2.469,1.673,5.519,0,0,0,0,1.353,0
HPB:bin_000032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.669,0,1.403,0,0,0,0,0,0,0,0,0,0,0,0,0.796,3.27,4.214,20.131,2.877,1.245,37.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.198,0,16.995,1.279,12.083,19.698,0,3.445
HPB:bin_000035,0,38.207,6.502,8.628,0,1.86,8.987,0,0,0,0,5.83,12.01,14.684,0,0,0,0,0,0,0,0.616,43.382,0,0,0,0,0,0,1.937,0,0,0,0,0,0,0,0,0,0,5.386,4.136,0,0,0,0,3.386,1.512,2.637,1.342,2.45,0,9.247,8.171,8.327,2.772,1.211,5.858,0,0.696,38.003,0.95,6.487,9.274,0,0,0,11.011,0,0,0,0,0,0,17.841,1.482,13.289,10.542,3.857,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,3.272,1.75,0,1.717,19.168,3.545,6.374,2.683,6.112
HPB:bin_000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.574,0,0,0,0,0,0,22.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.022,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000038,0,0,0,0,0,0,0,0,0,0,0,5.376,0.755,0,0,0.949,0,0,0,0,0,0,0,0,0,0,1.245,0,0.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.647,0,0,0,0,0,0,0,0,1.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000039,0,0,0,0,0,0,0,0,0,0,0,2.267,2.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.674,0,0,0,0,0,0,0,2.031,0,0,0,0,0,0.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.913,0,0,0,0,0,0,0,0,0
HPB:bin_000040,0,0,0,0,0,1.093,1.372,0,1.622,0,0,0,1.888,0.634,2.872,0.849,0,0.992,0,0,0,0,0,0,0,0,2.021,1.745,2.147,1.727,0,1.415,0,0,0,0,0,0,0,1.146,1.131,0.741,0,0,0,2.166,1.209,0.776,0,1.115,1.454,0,0,0,0,1.017,0,0,0,0,0,0,0,0,3.621,1.495,3.006,0,0,0,0,0,0,0,0,0,0,1.689,0.8,0,0,0,0,0,0,0,0,0,0,1.052,0.783,1.381,1.618,0,0.869,2.816,1.168,1.052,1.251,3.666,1.39,3.463
HPB:bin_000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.196,0,0,1.41,0,0,0,0,0,0,0,0,7.033,3.489,5.951,0,0,2.512,0,0,0,0,0,0,0,0,2.846,0,1.093,0,0,0.814,1.637,0,1.816,0,0.797,0,0,0,0,0,0,0,0,0,0,0,0,0,2.623,0,1.208,0,0,0,0,0,0,0,0,0,0,0,6.595,0,0,0,0,0,0,0,0,0,0,0.689,0,0,3.235,0,1.2,0,0,5.022,2.213,6.691,2.364,1.136
